0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
0.0 0.853219 1.55644 0.703219 0.383726 1.17271 0.853219 
